Entry,RecordType,Data,TimeToLive
api.github.com,1,20.27.177.116,42
api.ipify.org,1,172.67.74.152,66
api.ipify.org,1,104.26.13.205,66
api.ipify.org,1,104.26.12.205,66
api.lab.amplitude.com,5,amplitude.map.fastly.net,8
api.lab.amplitude.com,1,151.101.66.132,8
api.lab.amplitude.com,1,151.101.2.132,8
api.lab.amplitude.com,1,151.101.130.132,8
api.lab.amplitude.com,1,151.101.194.132,8
api.manus.im,1,3.213.220.205,39
api.manus.im,1,34.239.86.143,39
api.manus.im,1,35.171.93.62,39
api.manus.im,1,100.25.35.57,39
api.manus.im,1,13.216.84.105,39
api.manus.im,1,50.17.209.26,39
api.onedrive.com,5,common-afdrk.fe.1drv.com,38
api.onedrive.com,5,odc-commonafdrk-geo.onedrive.akadns.net,38
api.onedrive.com,5,odc-commonafdrk-brs.onedrive.akadns.net,38
api.onedrive.com,5,ln-0001.ln-dc-msedge.net.ln-0001.ln-msedge.net,38
api.onedrive.com,5,ln-0001.ln-msedge.net,38
api.onedrive.com,1,150.171.22.11,38
api.signin.104.com.tw,5,api.signin.104.com.tw.cdn.cloudflare.net,287
api.signin.104.com.tw,1,104.18.5.84,287
api.signin.104.com.tw,1,104.18.4.84,287
api.skywork.ai,5,alb-a5jrt0faw4mx9lq0vz.us-east-1.alb.aliyuncsslbintl.com,38
api.skywork.ai,1,8.221.117.139,38
api.skywork.ai,1,47.253.88.145,38
api.stripe.com,1,13.230.90.110,55
api.stripe.com,1,52.196.53.105,55
api.stripe.com,1,52.196.95.231,55
api.twitter.com,5,dynamic.x.com.cdn.cloudflare.net,180
api.twitter.com,1,162.159.140.229,180
api.twitter.com,1,172.66.0.227,180
api.x.com,5,dynamic.x.com.cdn.cloudflare.net,115
api.x.com,1,162.159.140.229,115
api.x.com,1,172.66.0.227,115
api2.amplitude.com,1,34.208.54.237,5
api2.amplitude.com,1,54.185.98.175,5
api2.amplitude.com,1,52.42.121.195,5
api2.amplitude.com,1,54.68.31.161,5
api2.amplitude.com,1,52.26.68.36,5
api2.amplitude.com,1,52.89.66.27,42
api2.amplitude.com,1,44.228.174.1,5
api2.amplitude.com,1,184.32.13.238,5
api2.amplitude.com,1,35.167.112.106,41
api2.amplitude.com,1,54.212.51.15,41
api2.amplitude.com,1,52.24.170.234,41
api2.amplitude.com,1,54.214.13.240,41
api2.amplitude.com,1,52.12.102.53,41
api2.amplitude.com,1,100.22.109.31,41
api2.amplitude.com,1,54.218.169.19,41
api2.amplitude.com,1,44.229.116.205,41
api2.amplitude.com,1,44.253.46.223,42
api2.amplitude.com,1,52.34.114.210,42
api2.amplitude.com,1,44.224.155.236,42
api2.amplitude.com,1,44.227.117.22,42
api2.amplitude.com,1,52.33.207.146,42
api2.amplitude.com,1,52.38.5.115,42
api2.amplitude.com,1,184.32.133.183,42
api2.amplitude.com,1,35.163.181.212,21
api2.amplitude.com,1,100.23.234.94,21
api2.amplitude.com,1,44.240.86.51,21
api2.amplitude.com,1,54.190.54.207,21
api2.amplitude.com,1,44.253.219.141,21
api2.amplitude.com,1,35.83.182.186,21
api2.amplitude.com,1,35.86.43.215,21
api2.amplitude.com,1,44.254.237.83,21
apid.pcloud.tw,1,35.201.113.102,244
apih.pcloud.tw,1,130.211.17.193,244
apikeys.civiccomputing.com,5,apikeys.civiccomputing.com.cdn.cloudflare.net,10
apikeys.civiccomputing.com,1,104.20.44.120,10
apikeys.civiccomputing.com,1,172.66.163.83,10
apis.google.com,5,plus.l.google.com,107
apis.google.com,1,142.250.77.14,44
apis.google.com,1,142.250.196.206,22
apis.google.com,1,142.250.204.46,107
apm-pchome-jqfl4w7rqa-de.a.run.app,1,34.143.79.2,179
apm-pchome-jqfl4w7rqa-de.a.run.app,1,34.143.73.2,179
apm-pchome-jqfl4w7rqa-de.a.run.app,1,34.143.76.2,179
apm-pchome-jqfl4w7rqa-de.a.run.app,1,34.143.77.2,179
apm-pchome-jqfl4w7rqa-de.a.run.app,1,34.143.75.2,179
apm-pchome-jqfl4w7rqa-de.a.run.app,1,34.143.72.2,179
apm-pchome-jqfl4w7rqa-de.a.run.app,1,34.143.78.2,179
apm-pchome-jqfl4w7rqa-de.a.run.app,1,34.143.74.2,179
appsforoffice.microsoft.com,5,m365cdn-sdp-public.azurefd.net,9
appsforoffice.microsoft.com,5,mr-azurefd.tm-azurefd.net,9
appsforoffice.microsoft.com,5,shed.dual-low.part-0045.t-0009.t-msedge.net,9
appsforoffice.microsoft.com,5,part-0045.t-0009.t-msedge.net,9
appsforoffice.microsoft.com,1,13.107.213.73,9
appsforoffice.microsoft.com,1,13.107.246.73,9
arc.msn.com,5,arc.trafficmanager.net,10
arc.msn.com,5,iris-de-prod-azsc-v2-jpw.japanwest.cloudapp.azure.com,10
arc.msn.com,1,40.74.78.229,10
asia.creativecdn.com,1,103.132.192.30,92
assets.pchome.com.tw,1,34.111.40.219,160
attio.com,1,104.20.30.68,263
attio.com,1,172.66.165.206,263
avatars.githubusercontent.com,1,185.199.108.133,1499
avatars.githubusercontent.com,1,185.199.109.133,1499
avatars.githubusercontent.com,1,185.199.111.133,1499
avatars.githubusercontent.com,1,185.199.110.133,1499
b.stripecdn.com,5,prod-b-tree.stripecdn.com,10
b.stripecdn.com,5,stripecdn.map.fastly.net,10
b.stripecdn.com,1,151.101.192.176,10
b.stripecdn.com,1,151.101.0.176,10
b.stripecdn.com,1,151.101.64.176,10
b.stripecdn.com,1,151.101.128.176,10
bat.bing.com,5,bat-bing-com.ax-0001.ax-msedge.net,9
bat.bing.com,5,ax-0001.ax-msedge.net,9
bat.bing.com,1,150.171.27.10,9
bat.bing.com,1,150.171.28.10,9
blog.104.com.tw,1,104.18.8.226,15
blog.104.com.tw,1,104.18.9.226,15
business.yingliangads.com,1,52.220.33.47,583
cc.cdn.civiccomputing.com,5,cc-cdn.civiccomputing.com.cdn.cloudflare.net,11
cc.cdn.civiccomputing.com,1,104.20.44.120,11
cc.cdn.civiccomputing.com,1,172.66.163.83,11
cdn.104.com.tw,1,3.169.121.121,13
cdn.104.com.tw,1,3.169.121.53,13
cdn.104.com.tw,1,3.169.121.66,13
cdn.104.com.tw,1,3.169.121.94,13
cdn.104.com.tw,1,13.35.186.121,39
cdn.104.com.tw,1,13.35.186.35,39
cdn.104.com.tw,1,13.35.186.11,39
cdn.104.com.tw,1,13.35.186.8,39
cdn.cookielaw.org,1,104.18.86.42,47
cdn.cookielaw.org,1,104.18.87.42,47
cdn.discordapp.com,1,162.159.130.233,129
cdn.discordapp.com,1,162.159.133.233,129
cdn.discordapp.com,1,162.159.134.233,129
cdn.discordapp.com,1,162.159.129.233,129
cdn.discordapp.com,1,162.159.135.233,129
cdn.heapanalytics.com,1,3.169.55.120,27
cdn.heapanalytics.com,1,3.169.55.41,27
cdn.heapanalytics.com,1,3.169.55.119,27
cdn.heapanalytics.com,1,3.169.55.30,27
cdn.localizeapi.com,1,104.18.0.42,200
cdn.localizeapi.com,1,104.18.1.42,200
cdn.pendo.io,1,34.36.213.229,94
cdn.prod.website-files.com,1,104.18.160.117,191
cdn.prod.website-files.com,1,104.18.161.117,191
cdn.scarabresearch.com,1,3.169.121.65,5
cdn.scarabresearch.com,1,3.169.121.11,5
cdn.scarabresearch.com,1,3.169.121.92,5
cdn.scarabresearch.com,1,3.169.121.56,5
cdn.tailwindcss.com,1,172.67.68.11,135
cdn.tailwindcss.com,1,104.26.3.143,135
cdn.tailwindcss.com,1,104.26.2.143,135
cdnjs.cloudflare.com,1,104.17.24.14,1
cdnjs.cloudflare.com,1,104.17.25.14,1
challenges.cloudflare.com,1,104.18.95.41,48
challenges.cloudflare.com,1,104.18.94.41,48
checkout-cookies.link.com,1,3.115.61.96,55
checkout-cookies.link.com,1,54.64.207.232,55
checkout-cookies.link.com,1,3.115.50.247,55
checkout-cookies.stripe.com,1,3.115.110.210,41
checkout-cookies.stripe.com,1,52.69.11.6,41
checkout-cookies.stripe.com,1,54.92.90.44,41
checkout-cookies.stripe.com,1,3.115.50.247,55
checkout-cookies.stripe.com,1,3.115.61.96,55
checkout-cookies.stripe.com,1,54.64.207.232,55
checkout.stripe.com,5,d2rhbqunra2aep.cloudfront.net,25
checkout.stripe.com,1,3.169.55.60,1
checkout.stripe.com,1,3.169.55.14,1
checkout.stripe.com,1,3.169.55.73,1
checkout.stripe.com,1,3.169.55.82,1
checkout.stripe.com,1,3.169.36.28,25
checkout.stripe.com,1,3.169.36.46,25
checkout.stripe.com,1,3.169.36.116,25
checkout.stripe.com,1,3.169.36.51,25
chrome.cloudflare-dns.com,1,162.159.61.3,180
chrome.cloudflare-dns.com,1,172.64.41.3,180
chrome.google.com,5,www3.l.google.com,24
chrome.google.com,1,142.250.196.206,24
chromewebstore.googleapis.com,1,142.250.198.74,190
chromewebstore.googleapis.com,1,142.250.204.42,190
chromewebstore.googleapis.com,1,142.250.196.202,190
chromewebstore.googleapis.com,1,142.250.66.74,190
ci3.googleusercontent.com,1,142.250.204.33,74
cix.line-apps.com,5,legy-gslb.line-apps.com.akadns.net,5
cix.line-apps.com,5,legy-jp.line-apps.com.akadns.net,5
cix.line-apps.com,1,147.92.146.138,5
cix.line-apps.com,1,147.92.185.2,5
cix.line-apps.com,1,147.92.249.185,5
cix.line-apps.com,1,147.92.146.129,5
cix.line-apps.com,1,147.92.185.1,5
clients2.google.com,5,clients.l.google.com,48
clients2.google.com,1,142.250.198.78,48
clients6.google.com,5,clients.l.google.com,34
clients6.google.com,1,142.250.198.78,107
clients6.google.com,1,142.250.196.206,34
clientservices.googleapis.com,1,142.250.198.67,82
clientservices.googleapis.com,1,142.250.196.195,151
clientservices.googleapis.com,1,142.250.66.67,35
cm.g.doubleclick.net,1,142.250.198.66,4
coccoc.com,1,123.30.175.29,542
collector.github.com,5,glb-db52c2cf8be544.github.com,42
collector.github.com,1,140.82.112.22,35
collector.github.com,1,140.82.113.22,42
common.online.office.com,5,common-geo.wac.trafficmanager.net,8
common.online.office.com,5,common.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net,8
common.online.office.com,5,wac-0003.wac-msedge.net,8
common.online.office.com,1,52.108.9.12,8
common.online.office.com,1,52.108.8.12,8
config.edge.skype.com,5,config.edge.skype.com.trafficmanager.net,20
config.edge.skype.com,5,ln-0007.config.skype.com,20
config.edge.skype.com,5,config-edge-skype.ln-0007.ln-msedge.net,20
config.edge.skype.com,5,ln-0007.ln-msedge.net,20
config.edge.skype.com,1,150.171.22.17,20
connect.facebook.net,5,scontent.xx.fbcdn.net,6
connect.facebook.net,1,31.13.87.5,6
consumer.suite.office.com,5,cprod.consumershellservice.trafficmanager.net,34
consumer.suite.office.com,1,48.210.106.192,34
contacts.google.com,5,plus.l.google.com,20
contacts.google.com,1,142.250.77.14,20
content-autofill.googleapis.com,1,142.250.196.202,30
content-autofill.googleapis.com,1,142.250.66.74,30
content-autofill.googleapis.com,1,142.250.198.74,30
content-autofill.googleapis.com,1,142.250.204.42,30
content-autofill.googleapis.com,1,142.250.77.10,30
content-management-public-content.canva.com,5,content-management-public-content.canva.com.cdn.cloudflare.net,161
content-management-public-content.canva.com,1,104.16.102.112,161
content-management-public-content.canva.com,1,104.16.103.112,161
content.googleapis.com,1,142.250.204.42,245
content.googleapis.com,1,142.250.196.202,245
content.googleapis.com,1,142.250.198.74,245
content.googleapis.com,1,142.250.77.10,245
content.googleapis.com,1,142.250.66.74,245
craftui.studio,1,216.198.79.1,329
craftui.studio,1,64.29.17.65,329
criteo-sync.teads.tv,5,outbrain.map.fastly.net,148
criteo-sync.teads.tv,1,151.101.194.132,148
criteo-sync.teads.tv,1,151.101.66.132,148
criteo-sync.teads.tv,1,151.101.2.132,148
criteo-sync.teads.tv,1,151.101.130.132,148
crl.globalsign.com,5,ocsp.globalsign.com,2
crl.globalsign.com,5,cdn-default.globalsigncdn.com,2
crl.globalsign.com,5,cdn.globalsigncdn.com.cdn.cloudflare.net,20
crl.globalsign.com,1,104.18.20.226,20
crl.globalsign.com,1,104.18.21.226,20
crl.globalsign.com,5,prod.globalsign.map.fastly.net,2
crl.globalsign.com,1,151.101.130.133,2
crl.globalsign.com,1,151.101.66.133,2
crl.globalsign.com,1,151.101.194.133,2
crl.globalsign.com,1,151.101.2.133,2
crl.sectigo.com,5,crl.comodoca.com.cdn.cloudflare.net,81
crl.sectigo.com,1,172.64.149.23,81
crl.sectigo.com,1,104.18.38.233,81
crl.usertrust.com,5,crl.comodoca.com.cdn.cloudflare.net,182
crl.usertrust.com,1,104.18.38.233,182
crl.usertrust.com,1,172.64.149.23,182
cs-a.ecimg.tw,5,ps.ecimg.tw,248
cs-a.ecimg.tw,1,34.160.217.38,248
cs-f.ecimg.tw,5,ps.ecimg.tw,160
cs-f.ecimg.tw,1,34.160.217.38,160
cs.adingo.jp,1,35.79.48.71,6
cs.adingo.jp,1,52.192.231.193,6
cs.adingo.jp,1,54.168.86.124,6
cs.ecimg.tw,5,ps.ecimg.tw,240
cs.ecimg.tw,1,34.160.217.38,240
csp-reporting.cloudflare.com,1,104.18.21.157,206
csp-reporting.cloudflare.com,1,104.18.20.157,206
ctldl.windowsupdate.com,5,ctldl.windowsupdate.com.delivery.microsoft.com,31
ctldl.windowsupdate.com,5,wu-b-net.trafficmanager.net,31
ctldl.windowsupdate.com,5,bg.microsoft.map.fastly.net,31
ctldl.windowsupdate.com,1,199.232.210.172,31
ctldl.windowsupdate.com,1,199.232.214.172,31
ctldl.windowsupdate.com,5,cl-glcb907925.gcdn.co,7
ctldl.windowsupdate.com,1,92.223.95.95,7
ctldl.windowsupdate.com,5,download.windowsupdate.com.edgesuite.net,6
ctldl.windowsupdate.com,5,a767.dspw65.akamai.net,6
ctldl.windowsupdate.com,1,203.74.95.219,6
ctldl.windowsupdate.com,1,203.74.95.232,6
ctldl.windowsupdate.com,1,203.74.95.226,6
cyberpeacemaker.github.io,1,185.199.111.153,1306
cyberpeacemaker.github.io,1,185.199.108.153,1306
cyberpeacemaker.github.io,1,185.199.109.153,1306
cyberpeacemaker.github.io,1,185.199.110.153,1306
d.line-scdn.net,5,cac-d.line-scdn.net.line-zero.akadns.net,11
d.line-scdn.net,5,e11275.v.akamaiedge.net,11
d.line-scdn.net,1,104.116.17.150,11
d1oupeiobkpcny.cloudfront.net,1,3.169.58.140,3
d1oupeiobkpcny.cloudfront.net,1,3.169.58.147,3
d1oupeiobkpcny.cloudfront.net,1,3.169.58.94,3
d1oupeiobkpcny.cloudfront.net,1,3.169.58.185,3
d3e54v103j8qbb.cloudfront.net,1,3.169.58.48,41
d3e54v103j8qbb.cloudfront.net,1,3.169.58.156,41
d3e54v103j8qbb.cloudfront.net,1,3.169.58.192,41
d3e54v103j8qbb.cloudfront.net,1,3.169.58.195,41
default.exp-tas.com,5,deault-exp-tas-com.e-0014.e-msedge.net,64
default.exp-tas.com,5,e-0014.e-msedge.net,5
default.exp-tas.com,1,13.107.5.93,5
default.exp-tas.com,5,e-0014.e-dc-msedge.net,64
default.exp-tas.com,1,13.107.13.93,64
desktop-llm.skywork.ai,1,47.90.150.60,579
dis.criteo.com,5,in-ftd-275.sg1.vip.prod.criteo.com,1650
dis.criteo.com,1,182.161.73.175,1650
discord.com,1,162.159.136.232,86
discord.com,1,162.159.138.232,86
discord.com,1,162.159.137.232,86
discord.com,1,162.159.135.232,86
discord.com,1,162.159.128.233,86
dmp.tenmax.io,1,13.76.34.51,8
dns-tunnel-check.googlezip.net,1,216.239.34.159,45
docs.google.com,1,142.250.196.206,67
drive.google.com,1,142.250.66.78,218
drive.google.com,1,142.250.198.78,44
drive.usercontent.google.com,1,142.250.196.193,41
dxh5p98m.r.ap-northeast-1.awstrack.me,5,r.ap-northeast-1.awstrack.me,53
dxh5p98m.r.ap-northeast-1.awstrack.me,5,redirect-alb-1371316135.ap-northeast-1.elb.amazonaws.com,53
dxh5p98m.r.ap-northeast-1.awstrack.me,1,35.73.70.215,53
dxh5p98m.r.ap-northeast-1.awstrack.me,1,57.182.176.73,53
dxh5p98m.r.ap-northeast-1.awstrack.me,1,18.177.168.97,53
dynamic.criteo.com,5,in-ftd-109.sg1.vip.prod.criteo.com,2534
dynamic.criteo.com,1,182.161.73.143,2534
e.ecimg.tw,5,af.ecimg.tw,155
e.ecimg.tw,1,34.117.78.17,155
eb2.3lift.com,5,as-eb2.3lift.com,13
eb2.3lift.com,1,35.71.178.8,13
eb2.3lift.com,1,52.223.2.229,13
ecapi-cdn.pchome.com.tw,1,35.190.116.207,8
ecapi.pchome.com.tw,1,34.120.86.142,46
ecdmp.pchome.tw,1,34.102.202.90,240
ecs.office.com,5,ecs.office.trafficmanager.net,6
ecs.office.com,5,mira.config.skype.com,6
ecs.office.com,5,svc.ha-teams.office.com,6
ecs.office.com,5,teams-mrc-ww-acdcatm.trafficmanager.net,6
ecs.office.com,5,svc.ms-acdc-teams.office.com,6
ecs.office.com,1,52.123.224.192,6
ecs.office.com,1,52.123.224.195,6
ecs.office.com,1,52.123.224.194,6
ecs.office.com,1,52.123.224.162,6
ecshweb.pchome.com.tw,1,34.149.180.124,179
ecssl-cart.pchome.com.tw,1,34.96.94.183,179
ecssl.pchome.com.tw,1,34.96.111.76,247
ecvip.pchome.com.tw,1,34.117.223.241,228
edge-chat.facebook.com,5,star.c10r.facebook.com,41
edge-chat.facebook.com,1,31.13.87.1,41
edge-cloud-resource-static.azureedge.net,5,edge-cloud-resource-static.afd.azureedge.net,1
edge-cloud-resource-static.azureedge.net,5,mr-afd-azuredge.tm-azurefd.net,1
edge-cloud-resource-static.azureedge.net,5,shed.dual-low.part-0045.t-0009.t-msedge.net,1
edge-cloud-resource-static.azureedge.net,5,part-0045.t-0009.t-msedge.net,1
edge-cloud-resource-static.azureedge.net,1,13.107.213.73,1
edge-cloud-resource-static.azureedge.net,1,13.107.246.73,1
edge-consumer-static.azureedge.net,5,edge-consumer-static.afd.azureedge.net,19
edge-consumer-static.azureedge.net,5,mr-afd-azuredge.tm-azurefd.net,19
edge-consumer-static.azureedge.net,5,shed.dual-low.part-0045.t-0009.t-msedge.net,19
edge-consumer-static.azureedge.net,5,part-0045.t-0009.t-msedge.net,19
edge-consumer-static.azureedge.net,1,13.107.246.73,19
edge-consumer-static.azureedge.net,1,13.107.213.73,19
edge.microsoft.com,5,edge-microsoft-com.ax-0002.ax-msedge.net,3
edge.microsoft.com,5,ax-0002.ax-msedge.net,3
edge.microsoft.com,1,150.171.27.11,3
edge.microsoft.com,1,150.171.28.11,3
edgedl.me.gvt1.com,1,34.104.35.123,244
encrypted-tbn0.gstatic.com,1,142.250.66.78,26
encrypted-tbn0.gstatic.com,1,142.250.204.46,12
encrypted-tbn0.gstatic.com,1,142.250.198.78,157
encrypted-tbn0.gstatic.com,1,142.250.196.206,56
encrypted-tbn3.gstatic.com,1,142.250.198.78,3
engage.pchome.com.tw,1,34.149.125.61,179
errors.stripe.com,1,198.137.150.161,7
errors.stripe.com,1,198.202.176.111,7
errors.stripe.com,1,198.202.176.161,7
errors.stripe.com,1,198.202.176.41,7
errors.stripe.com,1,198.137.150.111,7
errors.stripe.com,1,198.137.150.41,7
eu-mobile.events.data.microsoft.com,5,eu.events.data.trafficmanager.net,3
eu-mobile.events.data.microsoft.com,5,onedscolprdneu09.northeurope.cloudapp.azure.com,3
eu-mobile.events.data.microsoft.com,1,13.69.239.77,3
eventapi.pchome.com.tw,5,ghs.googlehosted.com,16
eventapi.pchome.com.tw,1,142.250.204.51,16
fd.api.iris.microsoft.com,5,fd-api-iris.trafficmanager.net,3
fd.api.iris.microsoft.com,5,iris-de-prod-azsc-v2-jpw-b.japanwest.cloudapp.azure.com,3
fd.api.iris.microsoft.com,1,40.74.79.222,3
feedback-pa.clients6.google.com,1,142.250.198.74,113
file.doc.104.com.tw,1,3.169.55.75,6
file.doc.104.com.tw,1,3.169.55.72,6
file.doc.104.com.tw,1,3.169.55.43,6
file.doc.104.com.tw,1,3.169.55.49,6
file.doc.104.com.tw,1,3.175.207.38,48
file.doc.104.com.tw,1,3.175.207.120,48
file.doc.104.com.tw,1,3.175.207.97,48
file.doc.104.com.tw,1,3.175.207.110,48
files.manuscdn.com,1,3.169.137.25,6
files.manuscdn.com,1,3.169.137.107,6
files.manuscdn.com,1,3.169.137.93,6
files.manuscdn.com,1,3.169.137.110,6
fonts.googleapis.com,1,142.250.77.10,8
fonts.googleapis.com,1,142.250.204.42,39
fonts.googleapis.com,1,142.250.198.74,4
fonts.gstatic.com,1,142.250.198.67,45
fonts.gstatic.com,1,142.250.204.35,24
fonts.gstatic.com,1,142.250.196.195,117
fonts.gstatic.com,1,142.250.66.67,96
fpt.live.com,5,fpt.microsoft.com,8
fpt.live.com,5,pme-greenid-prod.trafficmanager.net,8
fpt.live.com,1,20.51.15.234,8
fs-a.ecimg.tw,5,fs.ecimg.tw,3024
fs-a.ecimg.tw,1,34.107.130.45,3024
fs-b.ecimg.tw,5,fs.ecimg.tw,2937
fs-b.ecimg.tw,1,34.107.130.45,2937
fs-c.ecimg.tw,5,fs.ecimg.tw,1792
fs-c.ecimg.tw,1,34.107.130.45,1792
fs-d.ecimg.tw,5,fs.ecimg.tw,1833
fs-d.ecimg.tw,1,34.107.130.45,1833
fs-e.ecimg.tw,5,fs.ecimg.tw,1833
fs-e.ecimg.tw,1,34.107.130.45,1833
fs-f.ecimg.tw,5,fs.ecimg.tw,248
fs-f.ecimg.tw,1,34.107.130.45,248
