Entry,RecordType,Data,SourceFolders
d3e54v103j8qbb.cloudfront.net,1,3.169.58.156,rotation-2026-02-25
d3e54v103j8qbb.cloudfront.net,1,3.169.58.192,rotation-2026-02-25
d3e54v103j8qbb.cloudfront.net,1,3.169.58.195,rotation-2026-02-25
d3e54v103j8qbb.cloudfront.net,1,3.169.58.48,rotation-2026-02-25
data.bilibili.com,1,103.151.151.130,rotation-1
data.bilibili.com,1,103.151.151.131,rotation-1
data.bilibili.com,1,103.151.151.2,rotation-1
data.bilibili.com,1,103.151.151.3,rotation-1
data.bilibili.com,5,data.bilicdn2.com,rotation-1
default.exp-tas.com,1,13.107.13.93,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
default.exp-tas.com,1,13.107.5.93,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-25; rotation-2026-03-08-claude
default.exp-tas.com,5,deault-exp-tas-com.e-0014.e-msedge.net,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
default.exp-tas.com,5,e-0014.e-dc-msedge.net,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
default.exp-tas.com,5,e-0014.e-msedge.net,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-25; rotation-2026-03-08-claude
desktop-llm.skywork.ai,1,47.90.150.60,rotation-2026-02-25
desktop.line-scdn.net,1,23.202.129.66,rotation-2026-02-13
desktop.line-scdn.net,5,desktop.line-apps.com.akadns.net,rotation-2026-02-13
desktop.line-scdn.net,5,desktop.line-scdn.net.edgekey.net,rotation-2026-02-13
desktop.line-scdn.net,5,e4996.d.akamaiedge.net,rotation-2026-02-13
developers.redhat.com,1,203.69.138.33,rotation-1
developers.redhat.com,1,203.69.138.9,rotation-1
developers.redhat.com,5,developers.redhat.com2.edgekey.net,rotation-1
developers.redhat.com,5,developers.redhat.com2.edgekey.net.globalredir.akadns.net,rotation-1
developers.redhat.com,5,e259367.dsca.akamaiedge.net,rotation-1
diffuser-cdn.app-us1.com,1,104.17.31.174,rotation-2026-02-13
diffuser-cdn.app-us1.com,1,104.18.128.216,rotation-2026-02-13
dis.criteo.com,1,182.161.73.175,rotation-2026-02-25
dis.criteo.com,5,in-ftd-275.sg1.vip.prod.criteo.com,rotation-2026-02-25
discord.com,1,162.159.128.233,rotation-1; rotation-2026-02-13; rotation-2026-02-25
discord.com,1,162.159.135.232,rotation-1; rotation-2026-02-13; rotation-2026-02-25
discord.com,1,162.159.136.232,rotation-1; rotation-2026-02-13; rotation-2026-02-25
discord.com,1,162.159.137.232,rotation-1; rotation-2026-02-13; rotation-2026-02-25
discord.com,1,162.159.138.232,rotation-1; rotation-2026-02-13; rotation-2026-02-25
displaycatalog.mp.microsoft.com,,57.155.161.95,rotation-0; rotation-1
displaycatalog.mp.microsoft.com,,consumer-prod-bcfd-v7-afd.trafficmanager.net,rotation-0; rotation-1
displaycatalog.mp.microsoft.com,,seass2c-displaycatalog.frontdoor.bigcatalog.commerce.microsoft.com,rotation-0; rotation-1
dl.google.com,1,142.250.204.46,rotation-2026-03-08-claude
dmp.tenmax.io,1,13.76.34.51,rotation-2026-02-25
dns-tunnel-check.googlezip.net,1,216.239.34.159,rotation-2026-02-22-chrome; rotation-2026-02-25
docs.google.com,1,142.250.196.206,rotation-1; rotation-2026-02-25
docs.google.com,1,142.250.77.14,rotation-2026-02-13
drive.google.com,1,142.250.198.78,rotation-1; rotation-2026-02-25
drive.google.com,1,142.250.66.78,rotation-1; rotation-2026-02-25
drive.google.com,1,74.125.130.100,rotation-2026-02-13
drive.google.com,1,74.125.130.101,rotation-2026-02-13
drive.google.com,1,74.125.130.102,rotation-2026-02-13
drive.google.com,1,74.125.130.113,rotation-2026-02-13
drive.google.com,1,74.125.130.138,rotation-2026-02-13
drive.google.com,1,74.125.130.139,rotation-2026-02-13
drive.google.com,1,74.125.24.100,rotation-2026-02-13
drive.google.com,1,74.125.24.101,rotation-2026-02-13
drive.google.com,1,74.125.24.102,rotation-2026-02-13
drive.google.com,1,74.125.24.113,rotation-2026-02-13
drive.google.com,1,74.125.24.138,rotation-2026-02-13
drive.google.com,1,74.125.24.139,rotation-2026-02-13
drive.usercontent.google.com,1,142.250.196.193,rotation-2026-02-25
drivefrontend-pa.clients6.google.com,1,142.250.204.42,rotation-1
dxh5p98m.r.ap-northeast-1.awstrack.me,1,18.177.168.97,rotation-2026-02-25
dxh5p98m.r.ap-northeast-1.awstrack.me,1,35.73.70.215,rotation-2026-02-25
dxh5p98m.r.ap-northeast-1.awstrack.me,1,57.182.176.73,rotation-2026-02-25
dxh5p98m.r.ap-northeast-1.awstrack.me,5,r.ap-northeast-1.awstrack.me,rotation-2026-02-25
dxh5p98m.r.ap-northeast-1.awstrack.me,5,redirect-alb-1371316135.ap-northeast-1.elb.amazonaws.com,rotation-2026-02-25
dynamic.criteo.com,1,182.161.73.143,rotation-2026-02-25
dynamic.criteo.com,5,in-ftd-109.sg1.vip.prod.criteo.com,rotation-2026-02-25
e.ecimg.tw,1,34.117.78.17,rotation-2026-02-25
e.ecimg.tw,5,af.ecimg.tw,rotation-2026-02-25
eb2.3lift.com,1,35.71.178.8,rotation-2026-02-25
eb2.3lift.com,1,52.223.2.229,rotation-2026-02-25
eb2.3lift.com,5,as-eb2.3lift.com,rotation-2026-02-25
ecapi-cdn.pchome.com.tw,1,35.190.116.207,rotation-2026-02-25
ecapi.pchome.com.tw,1,34.120.86.142,rotation-2026-02-25
eccouncil.zendesk.com,1,216.198.53.11,rotation-2026-02-13
eccouncil.zendesk.com,1,216.198.54.11,rotation-2026-02-13
ecdmp.pchome.tw,1,34.102.202.90,rotation-2026-02-25
ecn.dev.virtualearth.net,1,203.69.81.42,rotation-1
ecn.dev.virtualearth.net,1,203.69.81.43,rotation-1
ecn.dev.virtualearth.net,5,a505.dscg2.akamai.net,rotation-1
ecn.dev.virtualearth.net,5,t.ssl.ak.tiles.virtualearth.net.akamaized.net,rotation-1
ecs.office.com,1,52.123.224.162,rotation-2026-02-25
ecs.office.com,1,52.123.224.192,rotation-2026-02-25
ecs.office.com,1,52.123.224.194,rotation-2026-02-25
ecs.office.com,1,52.123.224.195,rotation-2026-02-25
ecs.office.com,5,ecs.office.trafficmanager.net,rotation-2026-02-25
ecs.office.com,5,mira.config.skype.com,rotation-2026-02-25
ecs.office.com,5,svc.ha-teams.office.com,rotation-2026-02-25
ecs.office.com,5,svc.ms-acdc-teams.office.com,rotation-2026-02-25
ecs.office.com,5,teams-mrc-ww-acdcatm.trafficmanager.net,rotation-2026-02-25
ecshweb.pchome.com.tw,1,34.149.180.124,rotation-2026-02-25
ecssl-cart.pchome.com.tw,1,34.96.94.183,rotation-2026-02-25
ecssl.pchome.com.tw,1,34.96.111.76,rotation-2026-02-25
ecvip.pchome.com.tw,1,34.117.223.241,rotation-2026-02-25
edge-chat.facebook.com,1,31.13.87.1,rotation-2026-02-25
edge-chat.facebook.com,5,star.c10r.facebook.com,rotation-2026-02-25
edge-cloud-resource-static.azureedge.net,,13.107.213.46,rotation-0; rotation-1
edge-cloud-resource-static.azureedge.net,,13.107.213.73,rotation-0
edge-cloud-resource-static.azureedge.net,,13.107.246.46,rotation-0; rotation-1
edge-cloud-resource-static.azureedge.net,,13.107.246.73,rotation-0
edge-cloud-resource-static.azureedge.net,,edge-cloud-resource-static.afd.azureedge.net,rotation-0
edge-cloud-resource-static.azureedge.net,,mr-afd-azuredge.tm-azurefd.net,rotation-0
edge-cloud-resource-static.azureedge.net,,part-0018.t-0009.t-msedge.net,rotation-0; rotation-1
edge-cloud-resource-static.azureedge.net,,part-0045.t-0009.t-msedge.net,rotation-0
edge-cloud-resource-static.azureedge.net,,shed.dual-low.part-0018.t-0009.t-msedge.net,rotation-0; rotation-1
edge-cloud-resource-static.azureedge.net,,shed.dual-low.part-0045.t-0009.t-msedge.net,rotation-0
edge-cloud-resource-static.azureedge.net,1,13.107.213.73,rotation-1; rotation-2026-02-13; rotation-2026-02-25
edge-cloud-resource-static.azureedge.net,1,13.107.246.73,rotation-1; rotation-2026-02-13; rotation-2026-02-25
edge-cloud-resource-static.azureedge.net,5,edge-cloud-resource-static.afd.azureedge.net,rotation-1; rotation-2026-02-13; rotation-2026-02-25
edge-cloud-resource-static.azureedge.net,5,mr-afd-azuredge.tm-azurefd.net,rotation-1; rotation-2026-02-13; rotation-2026-02-25
edge-cloud-resource-static.azureedge.net,5,part-0045.t-0009.t-msedge.net,rotation-1; rotation-2026-02-13; rotation-2026-02-25
edge-cloud-resource-static.azureedge.net,5,shed.dual-low.part-0045.t-0009.t-msedge.net,rotation-1; rotation-2026-02-13; rotation-2026-02-25
edge-consumer-static.azureedge.net,1,13.107.213.73,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
edge-consumer-static.azureedge.net,1,13.107.246.73,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
edge-consumer-static.azureedge.net,5,edge-consumer-static.afd.azureedge.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
edge-consumer-static.azureedge.net,5,mr-afd-azuredge.tm-azurefd.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
edge-consumer-static.azureedge.net,5,part-0045.t-0009.t-msedge.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
edge-consumer-static.azureedge.net,5,shed.dual-low.part-0045.t-0009.t-msedge.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
edge.microsoft.com,,150.171.27.11,rotation-0
edge.microsoft.com,,150.171.28.11,rotation-0
edge.microsoft.com,,ax-0002.ax-msedge.net,rotation-0
edge.microsoft.com,,edge-microsoft-com.ax-0002.ax-msedge.net,rotation-0
edge.microsoft.com,1,150.171.27.11,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
edge.microsoft.com,1,150.171.28.11,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
edge.microsoft.com,5,ax-0002.ax-msedge.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
edge.microsoft.com,5,edge-microsoft-com.ax-0002.ax-msedge.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
edgedl.me.gvt1.com,1,34.104.35.123,rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
ekr.zdassets.com,1,216.198.53.3,rotation-2026-02-13
ekr.zdassets.com,1,216.198.54.3,rotation-2026-02-13
encrypted-tbn0.gstatic.com,1,142.250.196.206,rotation-2026-02-25
encrypted-tbn0.gstatic.com,1,142.250.198.78,rotation-2026-02-13; rotation-2026-02-25
encrypted-tbn0.gstatic.com,1,142.250.204.46,rotation-2026-02-25
encrypted-tbn0.gstatic.com,1,142.250.66.78,rotation-2026-02-25
encrypted-tbn0.gstatic.com,1,142.250.77.14,rotation-2026-02-22-chrome
encrypted-tbn0.gstatic.com,1,172.253.118.100,rotation-2026-02-13
encrypted-tbn0.gstatic.com,1,172.253.118.101,rotation-2026-02-13
encrypted-tbn0.gstatic.com,1,172.253.118.102,rotation-2026-02-13
encrypted-tbn0.gstatic.com,1,172.253.118.113,rotation-2026-02-13
encrypted-tbn0.gstatic.com,1,172.253.118.138,rotation-2026-02-13
encrypted-tbn0.gstatic.com,1,172.253.118.139,rotation-2026-02-13
encrypted-tbn2.gstatic.com,1,142.250.198.78,rotation-2026-02-22-chrome
encrypted-tbn3.gstatic.com,1,142.250.198.78,rotation-2026-02-22-chrome; rotation-2026-02-25
engage.pchome.com.tw,1,34.149.125.61,rotation-2026-02-25
ep1.adtrafficquality.google,,142.250.198.66,rotation-0
ep1.adtrafficquality.google,1,142.250.198.66,rotation-1
ep2.adtrafficquality.google,,142.250.204.33,rotation-0; rotation-1
ep2.adtrafficquality.google,1,142.250.198.65,rotation-1
errors.stripe.com,1,198.137.150.111,rotation-2026-02-25
errors.stripe.com,1,198.137.150.161,rotation-2026-02-25
errors.stripe.com,1,198.137.150.41,rotation-2026-02-25
errors.stripe.com,1,198.202.176.111,rotation-2026-02-25
errors.stripe.com,1,198.202.176.161,rotation-2026-02-25
errors.stripe.com,1,198.202.176.41,rotation-2026-02-25
espresso-pa.clients6.google.com,1,142.250.66.74,rotation-1
espresso-pa.clients6.google.com,1,142.251.12.95,rotation-2026-02-13
eu-mobile.events.data.microsoft.com,1,13.69.239.77,rotation-2026-02-25
eu-mobile.events.data.microsoft.com,5,eu.events.data.trafficmanager.net,rotation-2026-02-25
eu-mobile.events.data.microsoft.com,5,onedscolprdneu09.northeurope.cloudapp.azure.com,rotation-2026-02-25
eventapi.pchome.com.tw,1,142.250.204.51,rotation-2026-02-25
eventapi.pchome.com.tw,5,ghs.googlehosted.com,rotation-2026-02-25
events-sandbox.data.msn.com,1,52.167.109.66,rotation-1
events-sandbox.data.msn.com,5,onedscolinteu200.eastus2.cloudapp.azure.com,rotation-1
events-sandbox.data.msn.com,5,pipe.int.trafficmanager.net,rotation-1
facebook.com,1,157.240.15.35,rotation-2026-02-13
facebook.com,1,57.144.144.1,rotation-2026-02-13
fbcdn.net,1,57.144.144.1,rotation-2026-02-13
fbsbx.com,1,157.240.15.35,rotation-2026-02-13
fd.api.iris.microsoft.com,1,40.74.79.222,rotation-2026-02-25
fd.api.iris.microsoft.com,5,fd-api-iris.trafficmanager.net,rotation-2026-02-25
fd.api.iris.microsoft.com,5,iris-de-prod-azsc-v2-jpw-b.japanwest.cloudapp.azure.com,rotation-2026-02-25
feedback-pa.clients6.google.com,,142.250.198.74,rotation-0; rotation-1
feedback-pa.clients6.google.com,1,142.250.196.202,rotation-1
feedback-pa.clients6.google.com,1,142.250.198.74,rotation-2026-02-25
feedback-pa.clients6.google.com,1,142.250.204.42,rotation-1
file.doc.104.com.tw,1,3.169.55.43,rotation-2026-02-25
file.doc.104.com.tw,1,3.169.55.49,rotation-2026-02-25
file.doc.104.com.tw,1,3.169.55.72,rotation-2026-02-25
file.doc.104.com.tw,1,3.169.55.75,rotation-2026-02-25
file.doc.104.com.tw,1,3.175.207.110,rotation-2026-02-25
file.doc.104.com.tw,1,3.175.207.120,rotation-2026-02-25
file.doc.104.com.tw,1,3.175.207.38,rotation-2026-02-25
file.doc.104.com.tw,1,3.175.207.97,rotation-2026-02-25
files.manuscdn.com,1,3.169.137.107,rotation-2026-02-25
files.manuscdn.com,1,3.169.137.110,rotation-2026-02-25
files.manuscdn.com,1,3.169.137.25,rotation-2026-02-25
files.manuscdn.com,1,3.169.137.93,rotation-2026-02-25
files.pythonhosted.org,1,151.101.0.223,rotation-0
files.pythonhosted.org,1,151.101.128.223,rotation-0
files.pythonhosted.org,1,151.101.192.223,rotation-0
files.pythonhosted.org,1,151.101.64.223,rotation-0
files.pythonhosted.org,5,dualstack.python.map.fastly.net,rotation-0
fonts.googleapis.com,1,108.177.125.95,rotation-1
fonts.googleapis.com,1,142.250.198.74,rotation-2026-02-25
fonts.googleapis.com,1,142.250.204.42,rotation-2026-02-25
fonts.googleapis.com,1,142.250.66.74,rotation-2026-02-13
fonts.googleapis.com,1,142.250.77.10,rotation-2026-02-25
fonts.googleapis.com,1,173.194.174.95,rotation-1
fonts.googleapis.com,1,64.233.189.95,rotation-1
fonts.googleapis.com,1,74.125.203.95,rotation-1
fonts.gstatic.com,1,142.250.196.195,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
fonts.gstatic.com,1,142.250.198.67,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
fonts.gstatic.com,1,142.250.204.35,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
fonts.gstatic.com,1,142.250.66.67,rotation-2026-02-25
fonts.gstatic.com,1,142.251.12.94,rotation-2026-02-13
fonts.gstatic.com,1,74.125.130.94,rotation-2026-02-13
fonts.gstatic.com,1,74.125.200.94,rotation-2026-02-13
fonts.gstatic.com,1,74.125.68.94,rotation-2026-02-13
fpt.live.com,1,20.51.15.234,rotation-2026-02-25
fpt.live.com,5,fpt.microsoft.com,rotation-2026-02-25
fpt.live.com,5,pme-greenid-prod.trafficmanager.net,rotation-2026-02-25
fs-a.ecimg.tw,1,34.107.130.45,rotation-2026-02-25
fs-a.ecimg.tw,5,fs.ecimg.tw,rotation-2026-02-25
fs-b.ecimg.tw,1,34.107.130.45,rotation-2026-02-25
fs-b.ecimg.tw,5,fs.ecimg.tw,rotation-2026-02-25
fs-c.ecimg.tw,1,34.107.130.45,rotation-2026-02-25
fs-c.ecimg.tw,5,fs.ecimg.tw,rotation-2026-02-25
fs-d.ecimg.tw,1,34.107.130.45,rotation-2026-02-25
fs-d.ecimg.tw,5,fs.ecimg.tw,rotation-2026-02-25
fs-e.ecimg.tw,1,34.107.130.45,rotation-2026-02-25
fs-e.ecimg.tw,5,fs.ecimg.tw,rotation-2026-02-25
fs-f.ecimg.tw,1,34.107.130.45,rotation-2026-02-25
fs-f.ecimg.tw,5,fs.ecimg.tw,rotation-2026-02-25
fs.microsoft.com,,118.214.252.115,rotation-0
fs.microsoft.com,,e16604.dscf.akamaiedge.net,rotation-0
fs.microsoft.com,,fs-wildcard.microsoft.com.edgekey.net,rotation-0
fs.microsoft.com,,fs-wildcard.microsoft.com.edgekey.net.globalredir.akadns.net,rotation-0
fs.microsoft.com,,prod.fs.microsoft.com.akadns.net,rotation-0
fs.microsoft.com,1,118.214.252.115,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
fs.microsoft.com,5,e16604.dscf.akamaiedge.net,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
fs.microsoft.com,5,fs-wildcard.microsoft.com.edgekey.net,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
fs.microsoft.com,5,fs-wildcard.microsoft.com.edgekey.net.globalredir.akadns.net,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
fs.microsoft.com,5,prod.fs.microsoft.com.akadns.net,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
g.live.com,1,13.107.213.73,rotation-2026-02-22-chrome; rotation-2026-02-25
g.live.com,1,13.107.246.73,rotation-2026-02-22-chrome; rotation-2026-02-25
g.live.com,5,adsuetprod-ckdecufth8fcedex.b01.azurefd.net,rotation-2026-02-22-chrome; rotation-2026-02-25
g.live.com,5,g-msn-afd.trafficmanager.net,rotation-2026-02-22-chrome; rotation-2026-02-25
g.live.com,5,g.msn.com,rotation-2026-02-22-chrome; rotation-2026-02-25
g.live.com,5,mr-b01.tm-azurefd.net,rotation-2026-02-22-chrome; rotation-2026-02-25
g.live.com,5,part-0045.t-0009.t-msedge.net,rotation-2026-02-22-chrome; rotation-2026-02-25
g.live.com,5,shed.dual-low.part-0045.t-0009.t-msedge.net,rotation-2026-02-22-chrome; rotation-2026-02-25
g.tenor.com,1,142.250.4.95,rotation-2026-02-13
g.tenor.com,1,142.251.10.95,rotation-2026-02-13
g.tenor.com,1,142.251.12.95,rotation-2026-02-13
g.tenor.com,1,172.217.194.95,rotation-2026-02-13
g.tenor.com,1,172.253.118.95,rotation-2026-02-13
g.tenor.com,1,64.233.170.95,rotation-2026-02-13
g.tenor.com,1,74.125.130.95,rotation-2026-02-13
g.tenor.com,1,74.125.200.95,rotation-2026-02-13
g.tenor.com,1,74.125.24.95,rotation-2026-02-13
g.tenor.com,1,74.125.68.95,rotation-2026-02-13
g.tenor.com,5,tenor.googleapis.com,rotation-2026-02-13
g10102301085.co,1,34.120.31.228,rotation-2026-02-13
gateway-us-east1-c.discord.gg,1,162.159.130.234,rotation-1
gateway-us-east1-c.discord.gg,1,162.159.133.234,rotation-1
gateway-us-east1-c.discord.gg,1,162.159.134.234,rotation-1
gateway-us-east1-c.discord.gg,1,162.159.135.234,rotation-1
gateway-us-east1-c.discord.gg,1,162.159.136.234,rotation-1
gateway.discord.gg,1,162.159.130.234,rotation-2026-02-13; rotation-2026-02-25
gateway.discord.gg,1,162.159.133.234,rotation-2026-02-13; rotation-2026-02-25
gateway.discord.gg,1,162.159.134.234,rotation-2026-02-13; rotation-2026-02-25
gateway.discord.gg,1,162.159.135.234,rotation-2026-02-13; rotation-2026-02-25
gateway.discord.gg,1,162.159.136.234,rotation-2026-02-13; rotation-2026-02-25
gateway.facebook.com,1,31.13.87.4,rotation-2026-02-25
gateway.facebook.com,5,dgw.c10r.facebook.com,rotation-2026-02-25
gemini.google.com,,142.250.196.206,rotation-0
gemini.google.com,1,142.250.196.206,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
gemini.google.com,1,142.250.198.78,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
gemini.google.com,1,142.250.204.46,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
gemini.google.com,1,142.250.4.100,rotation-2026-02-13
gemini.google.com,1,142.250.4.101,rotation-2026-02-13
gemini.google.com,1,142.250.4.102,rotation-2026-02-13
gemini.google.com,1,142.250.4.113,rotation-2026-02-13
gemini.google.com,1,142.250.4.138,rotation-2026-02-13
gemini.google.com,1,142.250.4.139,rotation-2026-02-13
gemini.google.com,1,142.251.10.100,rotation-2026-02-13
gemini.google.com,1,142.251.10.101,rotation-2026-02-13
gemini.google.com,1,142.251.10.102,rotation-2026-02-13
gemini.google.com,1,142.251.10.113,rotation-2026-02-13
gemini.google.com,1,142.251.10.138,rotation-2026-02-13
gemini.google.com,1,142.251.10.139,rotation-2026-02-13
gemini.google.com,1,74.125.68.100,rotation-2026-02-13
gemini.google.com,1,74.125.68.101,rotation-2026-02-13
gemini.google.com,1,74.125.68.102,rotation-2026-02-13
gemini.google.com,1,74.125.68.113,rotation-2026-02-13
gemini.google.com,1,74.125.68.138,rotation-2026-02-13
gemini.google.com,1,74.125.68.139,rotation-2026-02-13
gemini.google.com,28,2404:6800:4012:8::200e,rotation-1
geolocation.onetrust.com,1,104.18.32.137,rotation-2026-02-25
geolocation.onetrust.com,1,172.64.155.119,rotation-2026-02-25
github.com,,20.27.177.113,rotation-0
github.com,1,20.205.243.166,rotation-2026-02-13
github.com,1,20.27.177.113,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
github.githubassets.com,1,185.199.108.154,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
github.githubassets.com,1,185.199.109.154,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
github.githubassets.com,1,185.199.110.154,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
github.githubassets.com,1,185.199.111.154,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
go.trouter.skype.com,1,4.224.112.242,rotation-2026-02-25
go.trouter.skype.com,5,cosmic-centralindia-ns-f419c1689681.trafficmanager.net,rotation-2026-02-25
go.trouter.skype.com,5,partition-cname-trouter-ic3-edf-trouter-service-trouter-1.d02-061.ic3-edf-trouter.01-centralindia-prod.cosmic.office.net,rotation-2026-02-25
go.trouter.skype.com,5,partition-cname-trouter.pub-csm-ince-02.ic3-edf-trouter.centralindia-prod.cosmic.office.net,rotation-2026-02-25
go.trouter.skype.com,5,pub-csm-ince-02-t.trouter.skype.com,rotation-2026-02-25
go.trouter.skype.com,5,trouter-atm-pub-csm.trafficmanager.net,rotation-2026-02-25
google-ohttp-relay-safebrowsing.fastly-edge.com,1,151.101.1.91,rotation-2026-02-25
google-ohttp-relay-safebrowsing.fastly-edge.com,1,151.101.129.91,rotation-2026-02-25
google-ohttp-relay-safebrowsing.fastly-edge.com,1,151.101.193.91,rotation-2026-02-25
google-ohttp-relay-safebrowsing.fastly-edge.com,1,151.101.65.91,rotation-2026-02-25
google.com,1,142.250.196.206,rotation-1
google.com,1,142.250.198.78,rotation-1; rotation-2026-02-25
google.com,1,142.250.204.46,rotation-1; rotation-2026-02-25
googleads.g.doubleclick.net,1,142.250.196.194,rotation-2026-02-22-chrome; rotation-2026-02-25
googleads.g.doubleclick.net,1,142.250.198.66,rotation-2026-02-22-chrome; rotation-2026-02-25
googleads.g.doubleclick.net,1,142.250.204.34,rotation-2026-02-25
googleads.g.doubleclick.net,1,142.250.66.66,rotation-2026-02-25
googleads.g.doubleclick.net,1,142.250.77.2,rotation-2026-02-25
graph.microsoft.com,1,20.190.144.169,rotation-1; rotation-2026-02-25
graph.microsoft.com,1,20.190.144.170,rotation-1; rotation-2026-02-25
graph.microsoft.com,1,20.190.144.171,rotation-1; rotation-2026-02-25
graph.microsoft.com,1,20.190.144.172,rotation-1; rotation-2026-02-25
graph.microsoft.com,1,20.190.166.162,rotation-2026-02-25
graph.microsoft.com,1,20.190.166.32,rotation-2026-02-25
graph.microsoft.com,1,40.126.38.102,rotation-2026-02-25
graph.microsoft.com,1,40.126.38.160,rotation-2026-02-25
graph.microsoft.com,1,40.126.38.161,rotation-2026-02-25
graph.microsoft.com,1,40.126.38.36,rotation-2026-02-25
graph.microsoft.com,5,ags.privatelink.msidentity.com,rotation-1; rotation-2026-02-25
graph.microsoft.com,5,www.tm.prd.ags.akadns.net,rotation-1; rotation-2026-02-25
graph.microsoft.com,5,www.tm.prd.ags.trafficmanager.net,rotation-2026-02-25
gum.criteo.com,1,182.161.73.131,rotation-2026-02-25
gum.criteo.com,5,in-ftd-269.sg1.vip.prod.criteo.com,rotation-2026-02-25
hashes.com,1,104.143.2.195,rotation-2026-02-25
hcaptcha.com,1,104.19.229.21,rotation-2026-02-25
hcaptcha.com,1,104.19.230.21,rotation-2026-02-25
heybar.an9.104.com.tw,1,3.169.137.113,rotation-2026-02-25
heybar.an9.104.com.tw,1,3.169.137.129,rotation-2026-02-25
heybar.an9.104.com.tw,1,3.169.137.82,rotation-2026-02-25
heybar.an9.104.com.tw,1,3.169.137.93,rotation-2026-02-25
hubspotonwebflow.com,1,216.150.1.129,rotation-2026-02-25
hubspotonwebflow.com,1,216.150.16.1,rotation-2026-02-25
i.ytimg.com,1,142.250.196.214,rotation-2026-02-22-chrome; rotation-2026-02-25
i.ytimg.com,1,142.250.198.86,rotation-2026-02-22-chrome; rotation-2026-02-25
i.ytimg.com,1,142.250.204.54,rotation-2026-02-22-chrome; rotation-2026-02-25
i.ytimg.com,1,142.250.66.86,rotation-2026-02-25
i.ytimg.com,1,142.250.77.22,rotation-2026-02-22-chrome; rotation-2026-02-25
ib.adnxs.com,,103.43.89.4,rotation-0; rotation-1
ib.adnxs.com,,103.43.90.117,rotation-0; rotation-1
ib.adnxs.com,,103.43.90.179,rotation-0; rotation-1
ib.adnxs.com,,103.43.90.19,rotation-0; rotation-1
ib.adnxs.com,,103.43.90.21,rotation-0; rotation-1
ib.adnxs.com,,103.43.90.53,rotation-0; rotation-1
ib.adnxs.com,,103.43.91.17,rotation-0; rotation-1
ib.adnxs.com,,103.43.91.210,rotation-0; rotation-1
ib.adnxs.com,,103.43.91.249,rotation-0; rotation-1
ib.adnxs.com,,103.43.91.51,rotation-0; rotation-1
ib.adnxs.com,,103.43.91.58,rotation-0; rotation-1
ib.adnxs.com,,103.43.91.8,rotation-0; rotation-1
ib.adnxs.com,,ib.sin1.geoadnxs.com,rotation-0; rotation-1
ib.adnxs.com,,xandr-g-geo.trafficmanager.net,rotation-0; rotation-1
ib.adnxs.com,1,103.43.89.4,rotation-2026-02-25
ib.adnxs.com,1,103.43.90.117,rotation-2026-02-25
ib.adnxs.com,1,103.43.90.179,rotation-2026-02-25
